"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
01/05/2024 01:00,8.6,4.4,11.2,1.013
01/05/2024 02:00,6.9,6.4,10.8,1.013
01/05/2024 03:00,6.3,4.0,10.2,1.014
01/05/2024 04:00,7.1,2.2,9.5,1.013
01/05/2024 05:00,9.5,3.0,8.8,1.013
01/05/2024 06:00,10.8,4.4,9.0,1.013
01/05/2024 07:00,8.9,1.3,10.0,1.014
01/05/2024 08:00,8.6,1.7,10.8,1.015
01/05/2024 09:00,17.7,8.8,11.9,1.015
01/05/2024 10:00,13.9,8.2,12.7,1.015
01/05/2024 11:00,12.1,4.3,13.6,1.015
01/05/2024 12:00,13.6,2.7,15.1,1.014
01/05/2024 13:00,11.6,3.2,17.0,1.012
01/05/2024 14:00,13.8,3.5,19.0,1.011
01/05/2024 15:00,20.9,1.9,19.2,1.011
01/05/2024 16:00,16.9,3.9,19.1,1.011
01/05/2024 17:00,14.1,2.7,17.4,1.011
01/05/2024 18:00,18.7,3.5,15.5,1.011
01/05/2024 19:00,18.9,6.2,14.3,1.012
01/05/2024 20:00,25.5,10.1,13.4,1.012
01/05/2024 21:00,31.1,11.2,13.1,1.012
01/05/2024 22:00,25.1,8.3,13.4,1.012
01/05/2024 23:00,23.7,7.9,12.3,1.012
02/05/2024 00:00,22.2,7.0,12.2,1.012
02/05/2024 01:00,21.6,11.3,12.8,1.012
02/05/2024 02:00,20.4,10.9,13.0,1.012
02/05/2024 03:00,16.3,9.5,12.7,1.012
02/05/2024 04:00,13.6,5.5,12.8,1.011
02/05/2024 05:00,11.3,5.6,12.8,1.011
02/05/2024 06:00,13.0,6.1,12.5,1.012
02/05/2024 07:00,14.2,5.0,12.5,1.012
02/05/2024 08:00,10.9,6.1,12.7,1.012
02/05/2024 09:00,13.7,4.8,13.5,1.013
02/05/2024 10:00,14.7,6.0,14.6,1.013
02/05/2024 11:00,17.8,5.1,17.6,1.012
02/05/2024 12:00,18.4,4.6,20.1,1.011
02/05/2024 13:00,18.9,7.5,20.6,1.010
02/05/2024 14:00,21.3,7.2,20.7,1.009
02/05/2024 15:00,23.4,7.1,20.8,1.009
02/05/2024 16:00,21.0,8.1,19.9,1.009
02/05/2024 17:00,18.5,10.8,18.4,1.009
02/05/2024 18:00,19.6,8.4,16.8,1.010
02/05/2024 19:00,23.1,11.5,15.5,1.010
02/05/2024 20:00,17.2,7.7,14.3,1.011
02/05/2024 21:00,16.4,6.7,14.3,1.011
02/05/2024 22:00,12.5,3.8,14.4,1.011
02/05/2024 23:00,10.0,4.6,14.3,1.010
03/05/2024 00:00,13.3,6.2,14.4,1.010
03/05/2024 01:00,11.4,1.3,14.4,1.010
03/05/2024 02:00,11.9,1.3,14.5,1.010
03/05/2024 03:00,14.1,2.6,13.7,1.009
03/05/2024 04:00,14.9,7.5,12.2,1.009
03/05/2024 05:00,14.4,3.7,10.9,1.009
03/05/2024 06:00,17.6,8.3,10.8,1.009
03/05/2024 07:00,19.3,7.2,10.7,1.010
03/05/2024 08:00,26.6,9.5,11.0,1.010
03/05/2024 09:00,46.9,9.0,13.4,1.010
03/05/2024 10:00,53.1,14.4,16.3,1.010
03/05/2024 11:00,34.4,10.5,20.4,1.009
03/05/2024 12:00,26.7,9.4,20.4,1.008
03/05/2024 13:00,23.2,7.3,21.5,1.007
03/05/2024 14:00,25.9,8.8,21.5,1.007
03/05/2024 15:00,25.8,9.0,21.0,1.006
03/05/2024 16:00,21.7,7.5,20.2,1.006
