"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
01/09/2024 01:00,23.4,13.2,13.5,0.994
01/09/2024 02:00,24.1,12.6,13.6,0.994
01/09/2024 03:00,26.1,9.3,13.3,0.994
01/09/2024 04:00,27.5,6.8,13.1,0.993
01/09/2024 05:00,26.6,8.3,13.1,0.993
01/09/2024 06:00,28.3,7.7,12.9,0.993
01/09/2024 07:00,23.0,9.5,11.8,0.994
01/09/2024 08:00,21.6,6.7,12.3,0.994
01/09/2024 09:00,23.6,8.0,14.0,0.995
01/09/2024 10:00,26.7,7.9,14.9,0.995
01/09/2024 11:00,24.7,8.5,16.4,0.995
01/09/2024 12:00,24.9,7.0,17.9,0.994
01/09/2024 13:00,17.6,7.6,17.9,0.994
01/09/2024 14:00,15.8,6.4,17.5,0.993
01/09/2024 15:00,15.7,7.5,18.1,0.992
01/09/2024 16:00,18.1,5.1,18.7,0.992
01/09/2024 17:00,18.6,12.0,18.1,0.991
01/09/2024 18:00,21.0,15.1,16.5,0.991
01/09/2024 19:00,23.6,9.0,15.9,0.991
01/09/2024 20:00,22.1,8.1,15.4,0.992
01/09/2024 21:00,21.1,8.7,15.3,0.992
01/09/2024 22:00,21.9,6.0,15.4,0.993
01/09/2024 23:00,29.3,7.3,15.2,0.993
02/09/2024 00:00,32.1,8.4,13.5,0.994
02/09/2024 01:00,35.5,10.9,12.5,0.995
02/09/2024 02:00,53.5,19.7,12.9,0.996
02/09/2024 03:00,57.0,19.6,12.1,0.996
02/09/2024 04:00,46.4,16.9,11.9,0.997
02/09/2024 05:00,42.7,16.5,11.3,0.998
02/09/2024 06:00,37.7,13.1,11.7,1.000
02/09/2024 07:00,36.1,12.0,11.6,1.001
02/09/2024 08:00,36.4,10.8,11.9,1.003
02/09/2024 09:00,36.7,11.0,13.1,1.005
02/09/2024 10:00,38.6,11.1,13.1,1.006
02/09/2024 11:00,37.5,12.6,14.7,1.007
02/09/2024 12:00,38.4,14.9,15.7,1.007
02/09/2024 13:00,42.2,15.9,15.8,1.007
02/09/2024 14:00,42.3,14.1,15.3,1.008
02/09/2024 15:00,39.9,12.8,15.3,1.009
02/09/2024 16:00,42.6,13.2,15.0,1.009
02/09/2024 17:00,43.9,14.0,14.2,1.010
02/09/2024 18:00,42.5,12.2,13.4,1.011
02/09/2024 19:00,44.1,14.6,12.8,1.011
02/09/2024 20:00,42.6,14.8,12.7,1.012
02/09/2024 21:00,37.9,13.2,12.6,1.013
02/09/2024 22:00,35.2,15.0,11.6,1.014
02/09/2024 23:00,37.3,16.1,11.1,1.014
03/09/2024 00:00,33.3,16.2,10.3,1.014
03/09/2024 01:00,30.0,15.3,9.6,1.014
03/09/2024 02:00,28.1,12.0,9.1,1.014
03/09/2024 03:00,24.3,11.1,8.5,1.013
03/09/2024 04:00,24.5,9.1,8.0,1.013
03/09/2024 05:00,23.1,8.8,7.8,1.013
03/09/2024 06:00,23.7,9.5,7.4,1.014
03/09/2024 07:00,22.0,8.8,7.2,1.014
03/09/2024 08:00,23.2,7.0,8.3,1.014
03/09/2024 09:00,27.7,5.7,12.8,1.014
03/09/2024 10:00,28.6,8.3,13.4,1.014
03/09/2024 11:00,25.1,6.4,19.1,1.013
03/09/2024 12:00,25.2,6.4,20.6,1.012
03/09/2024 13:00,28.1,7.3,21.3,1.011
03/09/2024 14:00,20.8,8.3,21.3,1.009
03/09/2024 15:00,21.1,5.4,21.5,1.009
03/09/2024 16:00,17.0,6.1,21.2,1.008
03/09/2024 17:00,19.0,11.5,20.8,1.007
03/09/2024 18:00,19.8,10.7,19.2,1.008
03/09/2024 19:00,27.6,10.2,17.5,1.008
03/09/2024 20:00,28.7,12.2,16.4,1.007
03/09/2024 21:00,29.9,11.7,15.8,1.008
03/09/2024 22:00,26.6,10.4,15.3,1.007
03/09/2024 23:00,19.0,8.4,15.2,1.006
04/09/2024 00:00,15.3,6.8,14.8,1.005
04/09/2024 01:00,11.0,6.0,14.7,1.004
04/09/2024 02:00,12.4,5.9,14.6,1.004
04/09/2024 03:00,14.4,6.4,14.5,1.004
04/09/2024 04:00,13.1,5.1,13.4,1.003
04/09/2024 05:00,14.1,4.8,13.3,1.003
04/09/2024 06:00,12.4,5.3,14.0,1.002
04/09/2024 07:00,10.0,4.4,14.5,1.002
04/09/2024 08:00,14.9,4.9,15.0,1.002
04/09/2024 09:00,14.1,8.8,18.7,1.002
04/09/2024 10:00,15.6,6.7,19.0,1.001
04/09/2024 11:00,16.0,3.4,22.5,1.000
04/09/2024 12:00,23.6,3.5,24.0,0.999
04/09/2024 13:00,27.4,5.1,24.2,0.997
04/09/2024 14:00,30.2,6.3,24.6,0.996
04/09/2024 15:00,36.7,6.9,23.6,0.995
04/09/2024 16:00,47.0,8.7,22.7,0.994
