"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
01/09/2025 01:00,,4.6,11.1,1.012
01/09/2025 02:00,,5.1,11.0,1.012
01/09/2025 03:00,1.0,1.8,10.6,1.012
01/09/2025 04:00,4.5,0.6,10.3,1.011
01/09/2025 05:00,10.0,1.5,10.1,1.011
01/09/2025 06:00,11.3,1.9,9.8,1.011
01/09/2025 07:00,10.1,2.7,9.8,1.012
01/09/2025 08:00,13.0,5.3,10.0,1.012
01/09/2025 09:00,9.1,8.8,10.7,1.012
01/09/2025 10:00,6.5,7.0,11.9,1.012
01/09/2025 11:00,4.3,6.1,12.2,1.012
01/09/2025 12:00,-0.3,4.1,12.0,1.012
01/09/2025 13:00,,1.5,13.8,1.011
01/09/2025 14:00,,2.3,15.8,1.010
01/09/2025 15:00,-2.9,4.1,16.3,1.009
01/09/2025 16:00,-1.3,-1.6,15.9,1.009
01/09/2025 17:00,1.9,,15.5,1.009
01/09/2025 18:00,4.8,-1.0,14.3,1.009
01/09/2025 19:00,11.3,2.2,13.2,1.009
01/09/2025 20:00,11.0,6.5,12.2,1.010
01/09/2025 21:00,17.6,7.3,11.2,1.010
01/09/2025 22:00,20.4,8.7,10.2,1.009
01/09/2025 23:00,16.9,6.0,10.0,1.009
02/09/2025 00:00,13.7,6.2,9.7,1.008
02/09/2025 01:00,3.9,5.5,9.6,1.008
02/09/2025 02:00,0.0,3.7,9.3,1.008
02/09/2025 03:00,3.4,5.2,9.5,1.007
02/09/2025 04:00,4.9,1.3,9.5,1.006
02/09/2025 05:00,7.8,1.3,9.4,1.006
02/09/2025 06:00,9.7,2.3,9.4,1.006
02/09/2025 07:00,10.3,4.7,9.9,1.007
02/09/2025 08:00,11.7,6.6,11.0,1.007
02/09/2025 09:00,,,14.0,1.007
02/09/2025 10:00,8.1,12.7,14.1,1.007
02/09/2025 11:00,9.2,8.2,18.7,1.006
02/09/2025 12:00,11.2,7.7,19.7,1.006
02/09/2025 13:00,14.8,4.6,19.8,1.005
02/09/2025 14:00,17.7,3.7,20.3,1.004
02/09/2025 15:00,8.8,5.1,20.8,1.003
02/09/2025 16:00,10.8,6.1,20.8,1.003
02/09/2025 17:00,10.9,6.3,19.8,1.003
02/09/2025 18:00,8.6,6.8,18.6,1.003
02/09/2025 19:00,8.7,8.1,17.5,1.003
02/09/2025 20:00,13.8,7.8,17.1,1.004
02/09/2025 21:00,15.7,7.3,16.0,1.004
02/09/2025 22:00,20.0,7.3,15.6,1.004
02/09/2025 23:00,20.9,7.0,14.5,1.004
03/09/2025 00:00,22.2,8.3,13.5,1.003
03/09/2025 01:00,15.1,10.2,12.8,1.003
03/09/2025 02:00,17.3,8.1,12.1,1.003
03/09/2025 03:00,20.2,6.0,11.5,1.003
03/09/2025 04:00,17.8,6.0,11.3,1.003
03/09/2025 05:00,16.1,7.2,11.1,1.003
03/09/2025 06:00,14.1,6.3,11.2,1.003
03/09/2025 07:00,14.9,6.7,11.4,1.003
03/09/2025 08:00,20.8,9.4,11.9,1.004
03/09/2025 09:00,27.3,20.0,13.2,1.005
03/09/2025 10:00,31.4,22.3,14.7,1.005
03/09/2025 11:00,28.8,13.6,16.0,1.005
03/09/2025 12:00,21.3,11.4,17.1,1.004
03/09/2025 13:00,19.0,9.5,17.2,1.004
03/09/2025 14:00,20.1,8.3,18.3,1.003
03/09/2025 15:00,20.9,5.0,17.7,1.002
03/09/2025 16:00,23.5,6.3,17.6,1.002
03/09/2025 17:00,24.0,1.8,16.7,1.002
03/09/2025 18:00,25.8,3.2,15.3,1.003
03/09/2025 19:00,59.4,8.9,14.5,1.003
03/09/2025 20:00,41.6,9.6,14.0,1.003
03/09/2025 21:00,23.8,10.7,13.4,1.003
03/09/2025 22:00,21.0,8.2,12.7,1.004
03/09/2025 23:00,17.7,6.8,12.3,1.003
04/09/2025 00:00,17.5,7.0,12.0,1.003
04/09/2025 01:00,22.3,7.8,11.4,1.003
04/09/2025 02:00,18.0,5.8,11.9,1.003
04/09/2025 03:00,22.4,6.2,10.6,1.003
04/09/2025 04:00,52.8,8.2,10.4,1.003
04/09/2025 05:00,31.0,8.3,9.9,1.003
04/09/2025 06:00,27.4,7.5,10.1,1.004
04/09/2025 07:00,21.7,8.8,10.2,1.004
04/09/2025 08:00,24.7,9.3,10.7,1.005
