"Date/Time","PM10 BAM ug/m3","PM2.5 BAM ug/m3","Temperature Deg C","Barometric Pressure atm"
01/10/2025 01:00,9.4,4.0,12.5,0.996
01/10/2025 02:00,9.7,4.0,12.7,0.995
01/10/2025 03:00,10.2,2.4,12.8,0.995
01/10/2025 04:00,10.7,3.4,12.9,0.995
01/10/2025 05:00,11.6,2.8,13.0,0.995
01/10/2025 06:00,11.2,2.4,12.3,0.996
01/10/2025 07:00,11.3,3.1,12.7,0.996
01/10/2025 08:00,12.9,5.0,13.8,0.996
01/10/2025 09:00,17.7,8.5,15.3,0.997
01/10/2025 10:00,21.0,8.4,16.0,0.997
01/10/2025 11:00,17.8,5.1,16.7,0.997
01/10/2025 12:00,,,,
01/10/2025 13:00,,,,
01/10/2025 14:00,,,,
01/10/2025 15:00,,,,
01/10/2025 16:00,,,,
01/10/2025 17:00,,,,
01/10/2025 18:00,18.1,6.2,16.1,0.990
01/10/2025 19:00,19.6,5.6,14.4,0.990
01/10/2025 20:00,22.2,8.9,12.0,0.991
01/10/2025 21:00,29.5,13.0,12.6,0.992
01/10/2025 22:00,35.8,12.7,12.7,0.992
01/10/2025 23:00,30.5,10.0,11.5,0.993
02/10/2025 00:00,24.5,9.3,11.6,0.992
02/10/2025 01:00,23.7,7.4,11.4,0.992
02/10/2025 02:00,25.3,8.1,11.6,0.992
02/10/2025 03:00,22.4,6.4,11.5,0.992
02/10/2025 04:00,20.8,6.6,10.7,0.992
02/10/2025 05:00,17.8,8.0,10.3,0.993
02/10/2025 06:00,19.1,6.9,10.8,0.993
02/10/2025 07:00,18.7,6.5,10.8,0.994
02/10/2025 08:00,16.7,5.6,11.8,0.995
02/10/2025 09:00,,8.9,13.1,0.997
02/10/2025 10:00,17.8,10.2,14.7,0.997
02/10/2025 11:00,,9.4,,
02/10/2025 12:00,,9.8,,
02/10/2025 13:00,,8.2,,
02/10/2025 14:00,,10.6,,
02/10/2025 15:00,,,,
02/10/2025 16:00,14.4,10.2,16.4,0.998
02/10/2025 17:00,26.9,9.7,15.5,0.999
02/10/2025 18:00,28.9,9.6,14.9,0.999
02/10/2025 19:00,30.7,9.9,14.2,1.000
02/10/2025 20:00,35.6,12.6,13.9,1.000
02/10/2025 21:00,36.0,13.3,13.7,1.001
02/10/2025 22:00,35.3,12.8,13.7,1.001
02/10/2025 23:00,33.2,8.7,13.8,1.001
03/10/2025 00:00,29.5,10.5,13.1,1.001
03/10/2025 01:00,27.2,12.5,13.1,1.001
03/10/2025 02:00,23.6,11.9,13.5,1.001
03/10/2025 03:00,20.2,8.1,13.6,1.001
03/10/2025 04:00,18.3,7.0,13.7,1.001
03/10/2025 05:00,18.3,4.6,13.9,1.002
03/10/2025 06:00,19.2,7.3,13.7,1.002
03/10/2025 07:00,22.1,7.1,13.8,1.003
03/10/2025 08:00,22.1,6.7,14.5,1.003
03/10/2025 09:00,20.8,7.8,15.6,1.004
03/10/2025 10:00,14.9,7.9,15.9,1.004
03/10/2025 11:00,12.7,8.1,17.5,1.005
03/10/2025 12:00,9.9,7.4,18.6,1.005
03/10/2025 13:00,9.6,5.4,18.8,1.004
03/10/2025 14:00,10.7,4.5,19.2,1.004
03/10/2025 15:00,11.7,3.8,18.8,1.003
03/10/2025 16:00,8.7,3.9,19.6,1.003
03/10/2025 17:00,8.8,7.2,19.6,1.003
03/10/2025 18:00,13.5,8.0,18.6,1.003
03/10/2025 19:00,17.5,6.7,16.8,1.003
03/10/2025 20:00,19.0,4.9,15.8,1.003
03/10/2025 21:00,15.7,8.6,15.4,1.003
03/10/2025 22:00,,6.9,14.7,1.003
03/10/2025 23:00,,6.0,,
04/10/2025 00:00,,4.6,,
04/10/2025 01:00,,5.5,,
04/10/2025 02:00,,7.5,,
04/10/2025 03:00,,3.3,,
04/10/2025 04:00,,3.3,,
04/10/2025 05:00,,3.0,,
04/10/2025 06:00,,4.6,,
04/10/2025 07:00,,4.2,,
04/10/2025 08:00,,4.7,,
04/10/2025 09:00,,8.7,,
04/10/2025 10:00,,6.5,,
04/10/2025 11:00,,3.9,,
04/10/2025 12:00,,4.0,,
04/10/2025 13:00,,5.5,,
04/10/2025 14:00,,5.6,,
04/10/2025 15:00,,5.6,,
04/10/2025 16:00,,4.8,,
04/10/2025 17:00,,3.2,,
04/10/2025 18:00,,6.5,,
04/10/2025 19:00,,7.1,,
04/10/2025 20:00,,7.2,,
04/10/2025 21:00,,8.7,,
04/10/2025 22:00,,5.8,,
04/10/2025 23:00,,7.0,,
05/10/2025 00:00,,5.5,,
05/10/2025 01:00,,4.0,,
05/10/2025 02:00,,3.9,,
05/10/2025 03:00,,4.5,,
05/10/2025 04:00,,1.3,,
05/10/2025 05:00,,4.8,,
05/10/2025 06:00,,5.5,,
05/10/2025 07:00,,0.7,,
05/10/2025 08:00,,4.3,,
05/10/2025 09:00,,1.3,,
05/10/2025 10:00,,4.5,,
05/10/2025 11:00,,11.8,,
05/10/2025 12:00,,8.4,,
05/10/2025 13:00,,8.5,,
05/10/2025 14:00,,-0.2,,
05/10/2025 15:00,,10.0,,
05/10/2025 16:00,,-0.7,,
05/10/2025 17:00,,-0.1,,
05/10/2025 18:00,,6.1,,
05/10/2025 19:00,,22.1,,
05/10/2025 20:00,,8.5,,
05/10/2025 21:00,,21.3,,
05/10/2025 22:00,,9.5,,
05/10/2025 23:00,,11.9,,
06/10/2025 00:00,,11.0,,
06/10/2025 01:00,,,,
06/10/2025 02:00,,,,
06/10/2025 03:00,,,,
06/10/2025 04:00,,7.9,,
06/10/2025 05:00,,0.8,,
06/10/2025 06:00,,11.8,,
06/10/2025 07:00,,2.4,,
06/10/2025 08:00,,15.9,,
06/10/2025 09:00,,26.0,,
06/10/2025 10:00,,15.6,,
06/10/2025 11:00,,10.2,,
06/10/2025 12:00,,8.3,,
06/10/2025 13:00,,8.1,,
06/10/2025 14:00,,6.4,,
06/10/2025 15:00,,7.2,,
06/10/2025 16:00,,5.7,,
06/10/2025 17:00,,4.3,,
06/10/2025 18:00,,5.5,,
06/10/2025 19:00,,8.0,,
06/10/2025 20:00,,9.3,,
06/10/2025 21:00,,9.7,,
06/10/2025 22:00,,5.2,,
06/10/2025 23:00,,4.4,,
07/10/2025 00:00,,3.3,,
07/10/2025 01:00,,3.0,,
07/10/2025 02:00,,4.5,,
07/10/2025 03:00,,3.6,,
07/10/2025 04:00,,3.2,,
07/10/2025 05:00,,2.9,,
07/10/2025 06:00,,4.5,,
07/10/2025 07:00,,3.4,,
07/10/2025 08:00,,5.4,,
07/10/2025 09:00,,2.6,,
07/10/2025 10:00,,6.1,,
07/10/2025 11:00,,5.0,,
07/10/2025 12:00,12.7,4.0,16.1,0.998
07/10/2025 13:00,11.7,4.4,16.5,0.997
07/10/2025 14:00,13.3,4.6,16.8,0.996
07/10/2025 15:00,12.1,4.4,17.5,0.995
07/10/2025 16:00,12.8,3.8,17.2,0.995
07/10/2025 17:00,11.1,6.6,16.8,0.994
07/10/2025 18:00,13.3,6.2,15.7,0.994
07/10/2025 19:00,12.9,6.6,14.4,0.993
07/10/2025 20:00,13.9,5.0,13.9,0.993
07/10/2025 21:00,15.2,7.0,13.1,0.993
07/10/2025 22:00,16.5,6.4,12.2,0.993
07/10/2025 23:00,11.6,5.3,11.8,0.993
08/10/2025 00:00,11.9,5.9,11.7,0.993
08/10/2025 01:00,13.9,6.2,11.6,0.993
08/10/2025 02:00,14.7,7.7,11.8,0.993
08/10/2025 03:00,13.5,4.9,11.8,0.992
08/10/2025 04:00,13.3,7.0,11.5,0.991
08/10/2025 05:00,11.7,5.0,11.3,0.990
08/10/2025 06:00,14.7,4.5,11.3,0.991
08/10/2025 07:00,19.8,5.8,11.6,0.991
08/10/2025 08:00,19.7,7.0,13.5,0.991
08/10/2025 09:00,20.6,12.3,15.1,0.991
08/10/2025 10:00,19.6,10.3,15.9,0.991
08/10/2025 11:00,16.3,6.6,15.3,0.991
08/10/2025 12:00,13.9,4.7,16.4,0.991
08/10/2025 13:00,13.1,4.8,17.6,0.990
08/10/2025 14:00,9.8,4.5,18.6,0.990
08/10/2025 15:00,8.6,4.3,19.2,0.989
08/10/2025 16:00,9.0,4.5,19.3,0.989
08/10/2025 17:00,9.9,7.7,19.0,0.989
08/10/2025 18:00,11.6,7.1,18.3,0.989
08/10/2025 19:00,12.4,4.2,16.8,0.989
08/10/2025 20:00,18.1,6.1,15.1,0.990
08/10/2025 21:00,13.9,6.7,14.3,0.991
08/10/2025 22:00,10.1,4.6,13.7,0.992
08/10/2025 23:00,14.5,,14.0,0.992
09/10/2025 00:00,14.6,,14.2,0.992
09/10/2025 01:00,13.6,,14.2,0.992
09/10/2025 02:00,21.6,,13.9,0.992
09/10/2025 03:00,24.8,,13.1,0.992
09/10/2025 04:00,26.4,,12.8,0.991
09/10/2025 05:00,25.9,,12.9,0.992
09/10/2025 06:00,26.0,,13.1,0.992
09/10/2025 07:00,29.5,,13.5,0.993
09/10/2025 08:00,33.1,,14.6,0.993
09/10/2025 09:00,29.8,,15.7,0.994
09/10/2025 10:00,28.0,,16.6,0.994
09/10/2025 11:00,21.9,,18.8,0.994
09/10/2025 12:00,22.0,,19.7,0.994
09/10/2025 13:00,27.6,,20.2,0.994
09/10/2025 14:00,27.7,,19.4,0.994
09/10/2025 15:00,28.1,,19.7,0.994
09/10/2025 16:00,25.0,,19.5,0.994
09/10/2025 17:00,23.7,,19.3,0.994
09/10/2025 18:00,23.0,,18.2,0.993
09/10/2025 19:00,28.3,,16.8,0.994
09/10/2025 20:00,32.4,,15.8,0.994
09/10/2025 21:00,24.4,,15.4,0.994
09/10/2025 22:00,22.1,,15.1,0.994
09/10/2025 23:00,29.8,,14.8,0.995
